unit_id,shift,supplier_offspec_batch,fault_A_active,fault_B_active,fault_C_active,defect,defect_source_station
867,Night,False,False,False,False,False,
868,Night,False,False,False,False,False,
869,Night,False,False,False,False,False,
870,Night,False,False,False,False,False,
871,Night,False,False,False,False,False,
872,Night,False,False,False,False,False,
873,Night,False,False,False,False,False,
874,Night,False,False,False,False,False,
875,Night,False,False,False,True,True,13.0
876,Night,False,False,False,False,False,
877,Night,False,False,False,False,False,
878,Night,False,False,False,False,False,
879,Night,False,False,False,False,False,
880,Night,False,False,False,False,False,
881,Night,False,False,False,False,False,
882,Night,False,False,False,False,False,
883,Night,False,False,False,False,False,
884,Night,False,False,False,False,False,
885,Night,False,False,False,False,False,
886,Night,False,False,False,False,False,
887,Night,False,False,False,False,False,
888,Night,False,False,False,False,False,
889,Night,False,False,False,False,False,
890,Night,False,False,False,False,False,
891,Night,False,False,False,False,False,
892,Night,False,False,False,False,False,
893,Night,False,False,False,False,False,
894,Night,False,False,False,False,False,
895,Night,False,False,False,False,False,
896,Night,False,False,False,False,False,
897,Night,False,False,False,False,False,
898,Night,False,False,False,False,False,
899,Night,False,False,False,False,False,
900,Night,False,False,False,False,False,
901,Night,False,False,False,False,False,
902,Night,False,False,False,False,False,
903,Night,False,False,False,False,False,
904,Night,False,False,False,False,False,
905,Night,False,False,False,False,False,
906,Night,False,False,False,False,False,
907,Night,False,False,False,False,False,
908,Night,False,False,False,False,False,
909,Night,False,False,False,False,False,
910,Night,False,False,False,False,False,
911,Night,False,False,False,False,False,
912,Night,False,False,False,False,False,
913,Night,False,False,False,False,False,
914,Night,False,False,False,False,False,
915,Night,False,False,False,False,False,
916,Night,False,False,False,False,False,
917,Night,False,False,False,False,False,
918,Night,False,False,False,False,False,
919,Night,False,False,False,False,False,
920,Night,True,False,False,False,False,
921,Night,True,False,False,False,False,
922,Night,True,False,False,False,False,
923,Night,True,False,False,False,False,
924,Night,True,False,False,False,False,
925,Night,True,False,False,False,False,
926,Night,True,False,False,False,False,
927,Night,True,False,False,False,False,
928,Night,True,False,False,False,False,
929,Night,True,False,False,False,False,
930,Night,True,False,False,False,False,
931,Night,True,False,False,False,False,
932,Night,True,False,False,False,False,
933,Night,True,False,False,False,False,
934,Night,True,False,False,False,False,
935,Night,True,False,False,False,False,
936,Night,True,False,False,False,False,
937,Night,True,False,False,False,False,
938,Night,True,False,False,False,False,
939,Night,True,False,False,False,False,
940,Night,True,False,False,False,False,
941,Night,True,False,False,False,False,
942,Night,True,False,False,False,False,
943,Night,True,False,False,False,False,
944,Night,True,False,False,False,False,
945,Night,True,False,False,False,False,
946,Night,True,False,False,False,False,
947,Night,True,False,False,False,False,
948,Night,True,False,False,False,False,
949,Night,True,False,False,False,False,
950,Night,True,False,False,False,False,
951,Night,True,False,False,False,False,
952,Night,True,False,False,False,False,
953,Night,True,False,False,False,False,
954,Night,True,False,True,False,True,7.0
955,Night,True,False,True,False,True,7.0
956,Night,True,False,True,False,True,7.0
957,Night,True,False,True,False,True,7.0
958,Night,True,False,False,False,False,
959,Night,True,False,False,False,False,
960,Night,True,False,False,False,False,
961,Night,True,False,False,False,False,
962,Night,True,False,False,False,False,
963,Night,True,False,False,False,False,
964,Night,True,False,False,False,False,
965,Night,True,False,False,False,False,
966,Night,True,False,False,False,False,
967,Night,True,False,False,False,False,
968,Night,True,False,False,False,False,
969,Night,True,False,False,False,False,
970,Night,True,False,False,False,False,
971,Night,True,False,False,False,False,
972,Night,True,False,False,False,False,
973,Night,True,False,False,False,False,
974,Night,True,False,False,False,False,
975,Night,True,False,False,False,False,
976,Night,True,False,False,False,False,
977,Night,True,False,False,False,False,
978,Night,True,False,False,False,False,
979,Night,True,False,False,False,False,
980,Night,True,False,False,False,False,
981,Night,True,False,False,False,False,
982,Night,True,False,False,False,False,
983,Night,True,False,False,False,False,
984,Night,True,False,False,False,False,
985,Night,True,False,False,False,False,
986,Night,True,False,False,False,False,
987,Night,True,False,False,False,False,
988,Night,True,False,False,False,False,
989,Night,True,False,False,False,False,
990,Night,True,False,False,False,False,
991,Night,True,False,False,False,False,
992,Night,True,False,False,False,False,
993,Night,True,False,False,False,False,
994,Night,True,False,False,False,False,
995,Night,True,False,False,False,False,
996,Night,True,False,False,False,False,
997,Night,True,False,False,False,False,
998,Night,True,False,False,False,False,
999,Night,True,False,False,False,False,
1000,Day,False,False,False,False,False,
1001,Day,False,False,False,False,False,
1002,Day,False,False,False,False,False,
1003,Day,False,False,False,False,False,
1004,Day,False,False,False,False,False,
1005,Day,False,False,False,False,False,
1006,Day,False,False,False,False,False,
1007,Day,False,False,False,False,False,
1008,Day,False,False,False,False,False,
1009,Day,False,False,False,False,False,
1010,Day,False,False,False,False,False,
1011,Day,False,False,False,False,False,
1012,Day,False,False,False,False,False,
1013,Day,False,False,False,False,False,
1014,Day,False,False,False,False,False,
1015,Day,False,False,False,False,False,
1016,Day,False,False,False,False,False,
1017,Day,False,False,False,False,False,
1018,Day,False,False,False,False,False,
1019,Day,False,False,False,False,False,
1020,Day,False,False,False,False,False,
1021,Day,False,False,False,False,False,
1022,Day,False,False,False,False,False,
1023,Day,False,False,False,False,False,
1024,Day,False,False,False,False,False,
1025,Day,False,False,False,False,False,
1026,Day,False,False,False,False,False,
1027,Day,False,False,False,False,False,
1028,Day,False,False,False,False,False,
1029,Day,False,False,False,False,False,
1030,Day,False,False,False,False,False,
1031,Day,False,False,False,False,False,
1032,Day,False,False,False,False,False,
1033,Day,False,False,False,False,False,
1034,Day,False,False,False,False,False,
1035,Day,False,False,False,False,False,
1036,Day,False,False,False,False,False,
1037,Day,False,False,False,False,False,
1038,Day,False,False,False,False,False,
1039,Day,False,False,False,False,False,
1040,Day,False,False,False,False,False,
1041,Day,False,False,False,False,False,
1042,Day,False,False,False,False,False,
1043,Day,False,False,False,False,False,
1044,Day,False,False,False,False,False,
1045,Day,False,False,False,False,False,
1046,Day,False,False,False,False,False,
1047,Day,False,False,False,False,False,
1048,Day,False,False,False,False,False,
1049,Day,False,False,False,False,False,
1050,Day,False,False,False,False,False,
1051,Day,False,False,False,False,False,
1052,Day,False,False,False,False,False,
1053,Day,False,False,False,False,False,
1054,Day,False,False,False,False,False,
1055,Day,False,False,False,False,False,
1056,Day,False,False,False,False,False,
1057,Day,False,False,False,False,False,
1058,Day,False,False,False,False,False,
1059,Day,False,False,False,False,False,
1060,Day,False,False,False,False,False,
1061,Day,False,False,False,False,False,
1062,Day,False,False,False,False,False,
1063,Day,False,False,False,False,False,
1064,Day,False,False,False,False,False,
1065,Day,False,False,False,False,False,
1066,Day,False,False,False,False,False,
1067,Day,False,False,False,False,False,
1068,Day,False,False,False,False,False,
1069,Day,False,False,False,False,False,
1070,Day,False,False,False,False,False,
1071,Day,False,False,False,False,False,
1072,Day,False,False,False,False,False,
1073,Day,False,False,False,False,False,
1074,Day,False,False,False,False,False,
1075,Day,False,False,False,False,False,
1076,Day,False,False,False,False,False,
1077,Day,False,False,False,False,False,
1078,Day,False,False,False,False,False,
1079,Day,False,False,False,False,False,
1080,Day,False,False,False,False,False,
1081,Day,False,False,False,False,False,
1082,Day,False,False,False,False,False,
1083,Day,False,False,False,False,False,
1084,Day,False,False,False,False,False,
1085,Day,False,False,False,False,False,
1086,Day,False,False,False,False,False,
1087,Day,False,False,False,False,False,
1088,Day,False,False,False,False,False,
1089,Day,False,False,False,False,False,
1090,Day,False,False,False,False,False,
1091,Day,False,False,False,False,False,
1092,Day,False,False,False,False,False,
1093,Day,False,False,False,False,False,
1094,Day,False,False,False,False,False,
1095,Day,False,False,False,False,False,
1096,Day,False,False,False,False,False,
1097,Day,False,False,False,False,False,
1098,Day,False,False,False,False,False,
1099,Day,False,False,False,False,False,
1100,Day,False,False,False,False,False,
1101,Day,False,False,False,False,False,
1102,Day,False,False,False,False,False,
1103,Day,False,False,False,False,False,
1104,Day,False,False,False,False,False,
1105,Day,False,False,False,False,False,
1106,Day,False,False,False,False,False,
1107,Day,False,False,False,False,False,
1108,Day,False,False,False,False,False,
1109,Day,False,False,False,False,False,
1110,Day,False,False,False,False,False,
1111,Day,False,False,False,False,False,
1112,Day,False,False,False,False,False,
1113,Day,False,False,False,False,False,
1114,Day,False,False,False,False,False,
1115,Day,False,False,False,False,False,
1116,Day,False,False,False,False,False,
1117,Day,False,False,False,False,False,
1118,Day,False,False,False,False,False,
1119,Day,False,False,False,False,False,
1120,Day,False,False,False,False,False,
1121,Day,False,False,False,False,False,
1122,Day,False,False,False,False,False,
1123,Day,False,False,False,False,False,
1124,Day,False,False,False,False,False,
1125,Day,False,False,False,False,False,
1126,Day,False,False,False,False,False,
1127,Day,False,False,False,False,False,
1128,Day,False,False,False,False,False,
1129,Day,False,False,False,False,False,
1130,Day,False,False,False,False,False,
1131,Day,False,False,False,False,False,
1132,Day,False,False,False,False,False,
1133,Day,False,False,False,False,False,
1134,Day,False,False,False,False,False,
1135,Day,False,False,False,False,False,
1136,Day,False,False,False,False,False,
1137,Day,False,False,False,False,False,
1138,Day,False,False,False,False,False,
1139,Day,False,False,False,False,False,
1140,Day,False,False,False,False,False,
1141,Day,False,False,False,False,False,
1142,Day,False,False,False,False,False,
1143,Day,False,False,False,False,False,
1144,Day,False,False,False,False,False,
1145,Day,False,False,False,False,False,
1146,Day,False,False,False,False,False,
1147,Day,False,False,False,False,False,
1148,Day,False,False,False,False,False,
1149,Day,False,False,False,False,False,
1150,Day,False,False,False,False,False,
1151,Day,False,False,False,False,False,
1152,Day,False,False,False,False,False,
1153,Day,False,False,False,False,False,
1154,Day,False,False,False,False,False,
1155,Day,False,False,False,False,False,
1156,Day,False,False,False,False,False,
1157,Day,False,False,False,False,False,
1158,Day,False,False,False,False,False,
1159,Day,False,False,False,False,False,
1160,Day,False,False,False,False,False,
1161,Day,False,False,False,False,False,
1162,Day,False,False,False,False,False,
1163,Day,False,False,False,False,False,
1164,Day,False,False,False,False,False,
1165,Day,False,False,False,False,False,
1166,Day,False,False,False,False,False,
1167,Day,False,False,False,False,False,
1168,Day,False,False,False,False,False,
1169,Day,False,False,True,False,True,7.0
1170,Day,False,False,False,False,False,
1171,Day,False,False,False,False,False,
1172,Day,False,False,False,False,False,
1173,Day,False,False,False,False,False,
1174,Day,False,False,False,False,False,
1175,Day,False,False,False,False,False,
1176,Day,False,False,False,False,False,
1177,Day,False,False,False,False,False,
1178,Day,False,False,False,False,False,
1179,Day,False,False,False,False,False,
1180,Day,False,False,False,False,False,
1181,Day,False,False,False,False,False,
1182,Day,False,False,False,False,False,
1183,Day,False,False,False,False,False,
1184,Day,False,False,False,False,False,
1185,Day,False,False,False,False,False,
1186,Day,False,False,False,False,False,
1187,Day,False,False,False,False,False,
1188,Day,False,False,False,False,False,
1189,Day,False,False,False,False,False,
1190,Day,False,False,False,False,False,
1191,Day,False,False,False,False,False,
1192,Day,False,False,False,False,False,
1193,Day,False,False,False,False,False,
1194,Day,False,False,False,False,False,
1195,Day,False,False,False,False,False,
1196,Day,False,False,False,False,False,
1197,Day,False,False,False,False,False,
1198,Day,False,False,False,False,False,
1199,Day,False,False,False,False,False,
1200,Day,False,False,False,False,False,
1201,Day,False,False,False,False,False,
1202,Day,False,False,False,False,False,
1203,Day,False,False,False,False,False,
1204,Day,False,False,False,False,False,
1205,Day,False,False,False,False,False,
1206,Day,False,False,False,False,False,
1207,Day,False,False,False,False,False,
1208,Day,False,False,False,False,False,
1209,Day,False,False,False,False,False,
1210,Day,False,False,False,False,False,
1211,Day,False,False,False,False,False,
1212,Day,False,False,False,False,False,
1213,Day,False,False,False,False,False,
1214,Day,False,False,False,False,False,
1215,Day,False,False,False,False,False,
1216,Day,False,False,False,False,False,
1217,Day,False,False,False,False,False,
1218,Day,False,False,False,False,False,
1219,Day,False,False,False,False,False,
1220,Day,False,False,False,False,False,
1221,Day,False,False,False,False,False,
1222,Day,False,False,False,False,False,
1223,Day,False,False,False,False,False,
1224,Day,False,False,False,False,False,
1225,Day,False,False,False,False,False,
1226,Day,False,False,False,False,False,
1227,Day,False,False,False,False,False,
1228,Day,False,False,False,False,False,
1229,Day,False,False,False,False,False,
1230,Day,False,False,False,False,False,
1231,Day,False,False,False,False,False,
1232,Day,False,False,False,False,False,
1233,Day,False,False,False,False,False,
1234,Day,False,False,False,False,False,
1235,Day,False,False,False,False,False,
1236,Day,False,False,False,False,False,
1237,Day,False,False,False,False,False,
1238,Day,False,False,False,False,False,
1239,Day,False,False,False,False,False,
1240,Day,False,False,False,False,False,
1241,Day,False,False,False,False,False,
1242,Day,False,False,False,False,False,
1243,Day,False,False,False,False,False,
1244,Day,False,False,False,False,False,
1245,Day,False,False,False,False,False,
1246,Day,False,False,False,False,False,
1247,Day,False,False,False,False,False,
1248,Day,False,False,False,False,False,
1249,Day,False,False,False,False,False,
1250,Night,False,False,False,False,False,
1251,Night,False,False,False,False,False,
1252,Night,False,False,False,False,False,
1253,Night,False,False,False,False,False,
1254,Night,False,False,False,False,False,
1255,Night,False,False,False,False,False,
1256,Night,False,False,False,False,False,
1257,Night,False,False,False,False,False,
1258,Night,False,False,False,False,False,
1259,Night,False,False,False,False,False,
1260,Night,False,False,False,False,False,
1261,Night,False,False,False,False,False,
1262,Night,False,False,False,False,False,
1263,Night,False,False,False,False,False,
1264,Night,False,False,False,False,False,
1265,Night,False,False,False,False,False,
1266,Night,False,False,False,False,False,
1267,Night,False,False,False,False,False,
1268,Night,False,False,False,False,False,
1269,Night,False,False,False,False,False,
1270,Night,False,False,False,False,False,
1271,Night,False,False,False,True,True,13.0
1272,Night,False,False,False,False,False,
1273,Night,False,False,False,False,False,
1274,Night,False,False,False,False,False,
1275,Night,False,False,False,False,False,
1276,Night,False,False,False,False,False,
1277,Night,False,False,False,False,False,
1278,Night,False,False,False,False,False,
1279,Night,False,False,False,False,False,
1280,Night,True,False,False,False,False,
1281,Night,True,False,False,False,False,
1282,Night,True,False,False,False,False,
1283,Night,True,False,False,False,False,
1284,Night,True,False,False,False,False,
1285,Night,True,False,False,False,False,
1286,Night,True,False,False,False,False,
1287,Night,True,False,False,False,False,
1288,Night,True,False,False,False,False,
1289,Night,True,False,False,False,False,
1290,Night,True,False,False,False,False,
1291,Night,True,False,False,False,False,
1292,Night,True,False,False,False,False,
1293,Night,True,False,False,False,False,
1294,Night,True,False,False,False,False,
1295,Night,True,False,False,False,False,
1296,Night,True,False,False,False,False,
1297,Night,True,False,False,False,False,
1298,Night,True,False,False,False,False,
1299,Night,True,False,False,False,False,
1300,Night,True,False,False,False,False,
1301,Night,True,False,False,False,False,
1302,Night,True,False,False,False,False,
1303,Night,True,False,False,False,False,
1304,Night,True,False,False,False,False,
1305,Night,True,False,False,False,False,
1306,Night,True,False,False,False,False,
1307,Night,True,False,False,False,False,
1308,Night,True,False,False,False,False,
1309,Night,True,False,False,False,False,
1310,Night,True,False,False,False,False,
1311,Night,True,False,False,False,False,
1312,Night,True,False,False,False,False,
1313,Night,True,False,False,False,False,
1314,Night,True,False,False,False,False,
1315,Night,True,False,False,False,False,
1316,Night,True,False,False,False,False,
1317,Night,True,False,False,False,False,
1318,Night,True,False,False,False,False,
1319,Night,True,False,False,False,False,
1320,Night,False,False,False,False,False,
1321,Night,False,False,False,False,False,
1322,Night,False,False,False,False,False,
1323,Night,False,False,False,False,False,
1324,Night,False,False,False,False,False,
1325,Night,False,False,False,False,False,
1326,Night,False,False,False,False,False,
1327,Night,False,False,False,False,False,
1328,Night,False,False,False,False,False,
1329,Night,False,False,False,False,False,
1330,Night,False,False,False,False,False,
1331,Night,False,False,False,False,False,
1332,Night,False,False,False,False,False,
1333,Night,False,False,False,False,False,
1334,Night,False,False,False,False,False,
1335,Night,False,False,False,False,False,
1336,Night,False,False,False,False,False,
1337,Night,False,False,False,False,False,
1338,Night,False,False,False,False,False,
1339,Night,False,False,False,False,False,
1340,Night,False,False,False,False,False,
1341,Night,False,False,False,False,False,
1342,Night,False,False,False,False,False,
1343,Night,False,False,False,False,False,
1344,Night,False,False,False,False,False,
1345,Night,False,False,False,True,True,13.0
1346,Night,False,False,False,False,False,
1347,Night,False,False,False,False,False,
1348,Night,False,False,False,False,False,
1349,Night,False,False,False,False,False,
1350,Night,False,False,False,False,False,
1351,Night,False,False,False,False,False,
1352,Night,False,False,False,False,False,
1353,Night,False,False,False,False,False,
1354,Night,False,False,False,False,False,
1355,Night,False,False,False,False,False,
1356,Night,False,False,False,False,False,
1357,Night,False,False,False,False,False,
1358,Night,False,False,False,False,False,
1359,Night,False,False,False,False,False,
1360,Night,False,False,False,False,False,
1361,Night,False,False,False,False,False,
1362,Night,False,False,False,False,False,
1363,Night,False,False,False,False,False,
1364,Night,False,False,False,False,False,
1365,Night,False,False,False,False,False,
1366,Night,False,False,False,False,False,
1367,Night,False,False,False,False,False,
1368,Night,False,False,False,False,False,
1369,Night,False,False,False,False,False,
1370,Night,False,False,False,False,False,
1371,Night,False,False,False,False,False,
1372,Night,False,False,False,False,False,
1373,Night,False,False,False,False,False,
1374,Night,False,False,False,False,False,
1375,Night,False,False,False,False,False,
1376,Night,False,False,False,False,False,
1377,Night,False,False,False,False,False,
1378,Night,False,False,False,False,False,
1379,Night,False,False,False,False,False,
1380,Night,False,False,False,False,False,
1381,Night,False,False,False,False,False,
1382,Night,False,False,False,False,False,
1383,Night,False,False,False,False,False,
1384,Night,False,False,False,False,False,
1385,Night,False,False,False,False,False,
1386,Night,False,False,False,False,False,
1387,Night,False,False,False,False,False,
1388,Night,False,False,False,False,False,
1389,Night,False,False,False,False,False,
1390,Night,False,False,False,False,False,
1391,Night,False,False,False,False,False,
1392,Night,False,False,False,False,False,
1393,Night,False,False,False,True,True,13.0
1394,Night,False,False,False,False,False,
1395,Night,False,False,False,False,False,
1396,Night,False,False,False,False,False,
1397,Night,False,False,False,False,False,
1398,Night,False,False,False,False,False,
1399,Night,False,False,False,False,False,
1400,Night,False,False,False,False,False,
1401,Night,False,False,False,False,False,
1402,Night,False,False,False,False,False,
1403,Night,False,False,False,False,False,
1404,Night,False,False,False,False,False,
1405,Night,False,False,False,False,False,
1406,Night,False,False,False,False,False,
1407,Night,False,False,False,False,False,
1408,Night,False,False,False,True,True,13.0
1409,Night,False,False,False,False,False,
1410,Night,False,False,False,False,False,
1411,Night,False,False,False,False,False,
1412,Night,False,False,False,False,False,
1413,Night,False,False,False,False,False,
1414,Night,False,False,False,False,False,
1415,Night,False,False,False,False,False,
1416,Night,False,False,False,False,False,
1417,Night,False,False,False,False,False,
1418,Night,False,False,False,False,False,
1419,Night,False,False,False,False,False,
1420,Night,False,False,False,False,False,
1421,Night,False,False,False,False,False,
1422,Night,False,False,False,False,False,
1423,Night,False,False,False,False,False,
1424,Night,False,False,False,False,False,
1425,Night,False,False,False,False,False,
1426,Night,False,False,False,False,False,
1427,Night,False,False,False,False,False,
1428,Night,False,False,False,False,False,
1429,Night,False,False,False,False,False,
1430,Night,False,False,False,False,False,
1431,Night,False,False,False,False,False,
1432,Night,False,False,False,False,False,
1433,Night,False,False,False,False,False,
1434,Night,False,False,False,False,False,
1435,Night,False,False,False,False,False,
1436,Night,False,False,False,False,False,
1437,Night,False,False,False,False,False,
1438,Night,False,False,False,False,False,
1439,Night,False,False,False,False,False,
1440,Night,False,False,False,False,False,
1441,Night,False,False,False,False,False,
1442,Night,False,False,False,False,False,
1443,Night,False,False,False,False,False,
1444,Night,False,False,False,False,False,
1445,Night,False,False,False,False,False,
1446,Night,False,False,False,False,False,
1447,Night,False,False,False,False,False,
1448,Night,False,False,False,False,False,
1449,Night,False,False,False,False,False,
1450,Night,False,False,False,False,False,
1451,Night,False,False,False,False,False,
1452,Night,False,False,False,False,False,
1453,Night,False,False,False,False,False,
1454,Night,False,False,False,False,False,
1455,Night,False,False,False,False,False,
1456,Night,False,False,False,False,False,
1457,Night,False,False,False,False,False,
1458,Night,False,False,False,False,False,
1459,Night,False,False,False,False,False,
1460,Night,False,False,False,False,False,
1461,Night,False,False,False,False,False,
1462,Night,False,False,False,False,False,
1463,Night,False,False,False,False,False,
1464,Night,False,False,False,False,False,
1465,Night,False,False,False,False,False,
1466,Night,False,False,False,False,False,
1467,Night,False,False,False,False,False,
1468,Night,False,False,False,False,False,
1469,Night,False,False,False,False,False,
1470,Night,False,False,False,False,False,
1471,Night,False,False,False,False,False,
1472,Night,False,False,False,False,False,
1473,Night,False,False,False,False,False,
1474,Night,False,False,False,False,False,
1475,Night,False,False,False,False,False,
1476,Night,False,False,False,False,False,
1477,Night,False,False,False,False,False,
1478,Night,False,False,False,False,False,
1479,Night,False,False,False,False,False,
1480,Night,True,False,False,False,False,
1481,Night,True,False,False,False,False,
1482,Night,True,False,False,False,False,
1483,Night,True,False,False,False,False,
1484,Night,True,False,True,False,True,7.0
1485,Night,True,False,True,False,True,7.0
1486,Night,True,False,True,False,True,7.0
1487,Night,True,False,True,True,True,13.0
1488,Night,True,False,False,False,False,
1489,Night,True,False,False,False,False,
1490,Night,True,False,False,False,False,
1491,Night,True,False,False,False,False,
1492,Night,True,False,False,False,False,
1493,Night,True,False,False,False,False,
1494,Night,True,False,False,False,False,
1495,Night,True,False,False,False,False,
1496,Night,True,False,False,False,False,
1497,Night,True,False,False,False,False,
1498,Night,True,False,False,False,False,
1499,Night,True,False,False,False,False,
1500,Day,True,False,False,False,False,
1501,Day,True,True,False,False,False,
1502,Day,True,True,False,False,False,
1503,Day,True,True,False,False,False,
1504,Day,True,True,False,False,False,
1505,Day,True,True,False,False,False,
1506,Day,True,True,False,False,False,
1507,Day,True,True,False,False,False,
1508,Day,True,True,False,False,False,
1509,Day,True,True,False,False,False,
1510,Day,True,True,False,False,False,
1511,Day,True,True,False,False,False,
1512,Day,True,True,False,False,False,
1513,Day,True,True,False,False,False,
1514,Day,True,True,False,False,False,
1515,Day,True,True,False,False,False,
1516,Day,True,True,False,False,False,
1517,Day,True,True,False,False,False,
1518,Day,True,True,False,False,False,
1519,Day,True,True,False,False,False,
1520,Day,False,True,False,False,False,
1521,Day,False,True,False,False,False,
1522,Day,False,True,False,False,False,
1523,Day,False,True,False,False,False,
1524,Day,False,True,False,False,False,
1525,Day,False,True,False,False,False,
1526,Day,False,True,False,False,False,
1527,Day,False,True,False,False,False,
1528,Day,False,True,False,False,False,
1529,Day,False,True,False,False,False,
1530,Day,False,True,False,False,False,
1531,Day,False,True,False,False,False,
1532,Day,False,True,False,False,False,
1533,Day,False,True,False,False,False,
1534,Day,False,True,False,False,False,
1535,Day,False,True,False,False,False,
1536,Day,False,True,False,False,False,
1537,Day,False,True,False,False,False,
1538,Day,False,True,False,False,False,
1539,Day,False,True,False,False,False,
1540,Day,False,True,False,False,False,
1541,Day,False,True,False,False,False,
1542,Day,False,True,False,False,False,
1543,Day,False,True,False,False,False,
1544,Day,False,True,False,False,False,
1545,Day,False,True,False,False,False,
1546,Day,False,True,False,False,False,
1547,Day,False,True,False,False,False,
1548,Day,False,True,False,False,False,
1549,Day,False,True,False,False,False,
1550,Day,False,True,False,False,False,
1551,Day,False,True,False,False,False,
1552,Day,False,True,False,False,False,
1553,Day,False,True,False,False,False,
1554,Day,False,True,False,False,False,
1555,Day,False,True,False,False,False,
1556,Day,False,True,False,False,False,
1557,Day,False,True,False,False,False,
1558,Day,False,True,False,False,False,
1559,Day,False,True,False,False,False,
1560,Day,False,True,False,False,False,
1561,Day,False,True,False,False,False,
1562,Day,False,True,False,False,False,
1563,Day,False,True,False,False,False,
1564,Day,False,True,False,False,False,
1565,Day,False,True,False,False,False,
1566,Day,False,True,False,False,False,
1567,Day,False,True,False,False,False,
1568,Day,False,True,False,False,False,
1569,Day,False,True,False,False,False,
1570,Day,False,True,False,False,False,
1571,Day,False,True,False,False,False,
1572,Day,False,True,False,True,True,13.0
1573,Day,False,True,False,False,False,
1574,Day,False,True,False,False,False,
1575,Day,False,True,False,False,False,
1576,Day,False,True,False,False,False,
1577,Day,False,True,False,False,False,
1578,Day,False,True,False,False,False,
1579,Day,False,True,False,False,False,
1580,Day,False,True,False,False,False,
1581,Day,False,True,False,False,False,
1582,Day,False,True,False,False,False,
1583,Day,False,True,False,False,False,
1584,Day,False,True,False,False,False,
1585,Day,False,True,False,False,False,
1586,Day,False,True,False,False,False,
1587,Day,False,True,False,False,False,
1588,Day,False,True,False,False,False,
1589,Day,False,True,False,False,False,
1590,Day,False,True,False,False,False,
1591,Day,False,True,False,False,False,
1592,Day,False,True,True,False,True,7.0
1593,Day,False,True,False,False,False,
1594,Day,False,True,False,False,False,
1595,Day,False,True,False,False,False,
1596,Day,False,True,False,False,False,
1597,Day,False,True,False,False,False,
1598,Day,False,True,False,False,False,
1599,Day,False,True,False,False,False,
1600,Day,False,True,False,False,False,
1601,Day,False,True,False,False,False,
1602,Day,False,True,False,True,True,13.0
1603,Day,False,True,False,False,False,
1604,Day,False,True,False,False,False,
1605,Day,False,True,False,False,False,
1606,Day,False,True,False,False,False,
1607,Day,False,True,False,False,False,
1608,Day,False,True,False,False,False,
1609,Day,False,True,False,False,False,
1610,Day,False,True,False,False,False,
1611,Day,False,True,False,False,False,
1612,Day,False,True,False,False,False,
1613,Day,False,True,False,False,False,
1614,Day,False,True,False,False,False,
1615,Day,False,True,False,False,False,
1616,Day,False,True,False,False,False,
1617,Day,False,True,False,False,False,
1618,Day,False,True,False,False,False,
1619,Day,False,True,False,False,False,
1620,Day,False,True,False,False,False,
1621,Day,False,True,False,False,False,
1622,Day,False,True,False,False,False,
1623,Day,False,True,False,False,False,
1624,Day,False,True,False,False,False,
1625,Day,False,True,False,False,False,
1626,Day,False,True,False,False,False,
1627,Day,False,True,False,False,False,
1628,Day,False,True,False,False,False,
1629,Day,False,True,False,False,False,
1630,Day,False,True,False,False,False,
1631,Day,False,True,False,False,False,
1632,Day,False,True,False,False,False,
1633,Day,False,True,False,False,False,
1634,Day,False,True,False,False,False,
1635,Day,False,True,False,False,False,
1636,Day,False,True,False,False,False,
1637,Day,False,True,False,False,False,
1638,Day,False,True,False,False,False,
1639,Day,False,True,False,False,False,
1640,Day,False,True,False,False,False,
1641,Day,False,True,False,False,False,
1642,Day,False,True,False,False,False,
1643,Day,False,True,False,False,False,
1644,Day,False,True,False,False,False,
1645,Day,False,True,False,False,False,
1646,Day,False,True,False,False,False,
1647,Day,False,True,False,False,False,
1648,Day,False,True,False,False,False,
1649,Day,False,True,False,False,False,
1650,Day,False,True,False,False,False,
1651,Day,False,True,False,False,False,
1652,Day,False,True,False,False,False,
1653,Day,False,True,False,False,False,
1654,Day,False,True,False,False,False,
1655,Day,False,True,False,False,False,
1656,Day,False,True,False,False,False,
1657,Day,False,True,False,False,False,
1658,Day,False,True,False,False,False,
1659,Day,False,True,False,False,False,
1660,Day,False,True,False,False,False,
1661,Day,False,True,False,False,False,
1662,Day,False,True,False,False,False,
1663,Day,False,True,False,False,False,
1664,Day,False,True,False,False,False,
1665,Day,False,True,False,False,False,
1666,Day,False,True,False,False,False,
1667,Day,False,True,False,False,False,
1668,Day,False,True,False,False,False,
1669,Day,False,True,False,False,False,
1670,Day,False,True,False,False,False,
1671,Day,False,True,False,False,False,
1672,Day,False,True,False,False,False,
1673,Day,False,True,False,False,False,
1674,Day,False,True,False,False,False,
1675,Day,False,True,False,False,False,
1676,Day,False,True,False,False,False,
1677,Day,False,True,False,False,False,
1678,Day,False,True,False,False,False,
1679,Day,False,True,False,False,False,
1680,Day,False,True,False,False,False,
1681,Day,False,True,False,False,False,
1682,Day,False,True,False,False,False,
1683,Day,False,True,False,False,False,
1684,Day,False,True,False,False,False,
1685,Day,False,True,False,False,False,
1686,Day,False,True,False,False,False,
1687,Day,False,True,False,False,False,
1688,Day,False,True,False,False,False,
1689,Day,False,True,False,False,False,
1690,Day,False,True,False,False,False,
1691,Day,False,True,False,False,False,
