unit_id,station_id,station_name,zone,tier,shift,vibration,torque,temperature,cycle_time,checklist_pass
130,22,Flash-Off Tunnel,Paint,basic,Day,,,163.07,66.06,
130,23,Cure Oven Conveyor,Paint,basic,Day,,,159.4,60.79,
130,24,Paint Inspection Booth,Paint,manual,Day,,,,64.15,True
130,25,Buff & Polish,Paint,basic,Day,,,,65.57,
130,26,Cockpit Marriage,Final Assembly,rich,Day,1.008,38.16,23.78,53.84,
130,27,Powertrain Marriage,Final Assembly,rich,Day,1.005,38.16,24.23,53.92,
130,28,Wheel & Tire Mount,Final Assembly,rich,Day,1.014,39.86,23.92,52.16,
130,29,Interior Trim 1,Final Assembly,basic,Day,,,,54.36,
130,30,Interior Trim Fit Check,Final Assembly,manual,Day,,,,55.61,True
130,31,Glass Install,Final Assembly,rich,Day,0.797,40.68,23.53,55.73,
130,32,Seat Install,Final Assembly,basic,Day,,,,53.97,
130,33,Fluid Fill,Final Assembly,rich,Day,0.921,41.22,23.6,52.02,
130,34,Wheel Alignment,Final Assembly,rich,Day,0.896,41.05,24.18,50.56,
130,35,Headlamp Aim,Final Assembly,rich,Day,1.016,39.76,24.43,52.02,
130,36,Electrical Function Test,Final Assembly,rich,Day,0.969,42.09,23.75,52.06,
130,37,Door/Panel Gap Scan,Final Assembly,rich,Day,0.99,41.05,24.23,53.09,
130,38,Water Leak Test,Final Assembly,rich,Day,0.729,40.2,23.45,53.38,
130,39,Road Simulation Test,Final Assembly,rich,Day,0.636,42.49,24.97,53.73,
130,40,Final Inspection & Buyoff,Final Assembly,rich,Day,0.814,39.72,24.48,54.35,
131,1,Underbody Framing,Body Construction,rich,Day,0.832,42.11,24.41,58.49,
131,2,Side Panel Load,Body Construction,rich,Day,0.873,40.19,23.72,58.26,
131,3,Robotic Weld Cell A,Body Construction,rich,Day,0.836,42.06,24.08,57.62,
131,4,Robotic Weld Cell B,Body Construction,rich,Day,0.954,40.7,23.38,57.66,
131,5,Roof Bow Fit,Body Construction,rich,Day,0.926,39.32,23.6,59.63,
131,6,Door Hang,Body Construction,rich,Day,0.841,40.21,23.65,56.0,
131,7,Bolt Fastening Torque,Body Construction,rich,Day,0.832,45.29,25.11,57.46,
131,8,Geometry Check,Body Construction,rich,Day,0.954,40.36,23.98,57.04,
131,9,Robotic Weld Cell C,Body Construction,rich,Day,1.077,40.06,23.64,58.49,
131,10,Sealer Application,Body Construction,rich,Day,0.657,40.42,23.96,58.25,
131,11,Body Squareness Gauge,Body Construction,basic,Day,,,,57.84,
131,12,Weld Arm Bearing Station,Body Construction,rich,Day,0.863,39.3,24.33,54.32,
131,13,Panel Fit Inspection,Body Construction,manual,Day,,,,56.85,True
131,14,Hem Flange Press,Body Construction,basic,Day,,,,59.39,
131,15,Body-in-White Buyoff,Body Construction,manual,Day,,,,57.23,True
131,16,Pretreatment Dip,Paint,basic,Day,,,166.62,60.63,
131,17,E-Coat Bath,Paint,rich,Day,0.936,,166.11,63.61,
131,18,Sealer Booth,Paint,manual,Day,,,,60.9,True
131,19,Primer Booth,Paint,rich,Day,0.809,,162.25,60.31,
131,20,Basecoat Robot,Paint,rich,Day,0.867,,164.45,61.0,
131,21,Clearcoat Robot,Paint,rich,Day,1.034,,163.69,61.06,
131,22,Flash-Off Tunnel,Paint,basic,Day,,,168.42,65.76,
131,23,Cure Oven Conveyor,Paint,basic,Day,,,168.03,60.21,
131,24,Paint Inspection Booth,Paint,manual,Day,,,,59.83,True
131,25,Buff & Polish,Paint,basic,Day,,,,63.29,
131,26,Cockpit Marriage,Final Assembly,rich,Day,0.645,39.42,23.37,51.72,
131,27,Powertrain Marriage,Final Assembly,rich,Day,0.755,39.67,24.24,55.28,
131,28,Wheel & Tire Mount,Final Assembly,rich,Day,0.932,39.63,24.35,53.4,
131,29,Interior Trim 1,Final Assembly,basic,Day,,,,51.78,
131,30,Interior Trim Fit Check,Final Assembly,manual,Day,,,,54.35,True
131,31,Glass Install,Final Assembly,rich,Day,0.766,39.69,24.28,53.67,
131,32,Seat Install,Final Assembly,basic,Day,,,,55.48,
131,33,Fluid Fill,Final Assembly,rich,Day,0.809,38.46,24.57,50.27,
131,34,Wheel Alignment,Final Assembly,rich,Day,0.983,39.18,23.32,51.87,
131,35,Headlamp Aim,Final Assembly,rich,Day,0.765,41.14,24.39,53.54,
131,36,Electrical Function Test,Final Assembly,rich,Day,0.779,42.47,24.45,55.63,
131,37,Door/Panel Gap Scan,Final Assembly,rich,Day,1.161,42.64,23.5,50.27,
131,38,Water Leak Test,Final Assembly,rich,Day,0.74,39.77,24.08,53.91,
131,39,Road Simulation Test,Final Assembly,rich,Day,0.801,39.94,23.55,54.4,
131,40,Final Inspection & Buyoff,Final Assembly,rich,Day,0.977,40.1,24.54,54.0,
132,1,Underbody Framing,Body Construction,rich,Day,0.943,41.82,23.41,58.41,
132,2,Side Panel Load,Body Construction,rich,Day,0.688,39.95,23.77,56.95,
132,3,Robotic Weld Cell A,Body Construction,rich,Day,0.846,38.97,23.95,58.54,
132,4,Robotic Weld Cell B,Body Construction,rich,Day,0.96,38.6,23.28,56.77,
132,5,Roof Bow Fit,Body Construction,rich,Day,1.035,37.99,23.77,54.09,
132,6,Door Hang,Body Construction,rich,Day,1.003,39.09,24.58,54.99,
132,7,Bolt Fastening Torque,Body Construction,rich,Day,0.989,45.31,24.45,55.72,
132,8,Geometry Check,Body Construction,rich,Day,0.855,39.86,23.13,54.83,
132,9,Robotic Weld Cell C,Body Construction,rich,Day,0.945,40.79,23.33,58.33,
132,10,Sealer Application,Body Construction,rich,Day,0.951,41.62,23.75,57.36,
132,11,Body Squareness Gauge,Body Construction,basic,Day,,,,58.27,
132,12,Weld Arm Bearing Station,Body Construction,rich,Day,0.938,39.48,23.29,60.46,
132,13,Panel Fit Inspection,Body Construction,manual,Day,,,,56.36,True
132,14,Hem Flange Press,Body Construction,basic,Day,,,,55.32,
132,15,Body-in-White Buyoff,Body Construction,manual,Day,,,,56.67,True
132,16,Pretreatment Dip,Paint,basic,Day,,,165.73,63.69,
132,17,E-Coat Bath,Paint,rich,Day,0.886,,165.02,61.88,
132,18,Sealer Booth,Paint,manual,Day,,,,63.94,True
132,19,Primer Booth,Paint,rich,Day,0.678,,167.67,64.45,
132,20,Basecoat Robot,Paint,rich,Day,0.901,,163.61,61.49,
132,21,Clearcoat Robot,Paint,rich,Day,0.886,,167.04,63.85,
132,22,Flash-Off Tunnel,Paint,basic,Day,,,165.62,60.94,
132,23,Cure Oven Conveyor,Paint,basic,Day,,,168.63,65.03,
132,24,Paint Inspection Booth,Paint,manual,Day,,,,61.84,True
132,25,Buff & Polish,Paint,basic,Day,,,,61.82,
132,26,Cockpit Marriage,Final Assembly,rich,Day,0.902,41.92,24.28,53.16,
132,27,Powertrain Marriage,Final Assembly,rich,Day,1.082,38.0,24.15,55.87,
132,28,Wheel & Tire Mount,Final Assembly,rich,Day,0.709,38.3,23.76,52.6,
132,29,Interior Trim 1,Final Assembly,basic,Day,,,,56.24,
132,30,Interior Trim Fit Check,Final Assembly,manual,Day,,,,53.51,True
132,31,Glass Install,Final Assembly,rich,Day,0.812,40.28,23.96,53.32,
132,32,Seat Install,Final Assembly,basic,Day,,,,50.57,
132,33,Fluid Fill,Final Assembly,rich,Day,1.297,41.0,23.96,52.46,
132,34,Wheel Alignment,Final Assembly,rich,Day,0.786,40.15,24.42,54.51,
132,35,Headlamp Aim,Final Assembly,rich,Day,0.814,39.38,23.87,50.62,
132,36,Electrical Function Test,Final Assembly,rich,Day,0.933,41.61,24.17,52.49,
132,37,Door/Panel Gap Scan,Final Assembly,rich,Day,1.024,39.07,24.13,55.12,
132,38,Water Leak Test,Final Assembly,rich,Day,0.978,39.46,23.92,52.73,
132,39,Road Simulation Test,Final Assembly,rich,Day,0.88,37.57,24.06,56.27,
132,40,Final Inspection & Buyoff,Final Assembly,rich,Day,0.842,40.12,24.48,53.88,
133,1,Underbody Framing,Body Construction,rich,Day,0.879,38.91,24.16,56.11,
133,2,Side Panel Load,Body Construction,rich,Day,0.793,39.77,24.86,56.83,
133,3,Robotic Weld Cell A,Body Construction,rich,Day,0.739,40.55,23.35,53.96,
133,4,Robotic Weld Cell B,Body Construction,rich,Day,0.727,37.98,23.76,60.61,
133,5,Roof Bow Fit,Body Construction,rich,Day,0.996,40.91,24.15,59.02,
133,6,Door Hang,Body Construction,rich,Day,0.688,40.45,24.68,59.43,
133,7,Bolt Fastening Torque,Body Construction,rich,Day,1.045,45.36,24.59,55.12,
133,8,Geometry Check,Body Construction,rich,Day,1.12,40.81,24.51,56.82,
133,9,Robotic Weld Cell C,Body Construction,rich,Day,0.813,38.84,24.83,55.12,
133,10,Sealer Application,Body Construction,rich,Day,0.687,41.27,24.08,52.83,
133,11,Body Squareness Gauge,Body Construction,basic,Day,,,,51.7,
133,12,Weld Arm Bearing Station,Body Construction,rich,Day,1.179,37.04,23.76,56.23,
133,13,Panel Fit Inspection,Body Construction,manual,Day,,,,59.0,True
133,14,Hem Flange Press,Body Construction,basic,Day,,,,55.4,
133,15,Body-in-White Buyoff,Body Construction,manual,Day,,,,56.55,True
133,16,Pretreatment Dip,Paint,basic,Day,,,163.67,65.3,
133,17,E-Coat Bath,Paint,rich,Day,0.995,,162.21,65.12,
133,18,Sealer Booth,Paint,manual,Day,,,,62.31,True
133,19,Primer Booth,Paint,rich,Day,1.08,,168.65,63.47,
133,20,Basecoat Robot,Paint,rich,Day,0.983,,162.79,63.25,
133,21,Clearcoat Robot,Paint,rich,Day,0.973,,166.15,61.42,
133,22,Flash-Off Tunnel,Paint,basic,Day,,,164.82,60.41,
133,23,Cure Oven Conveyor,Paint,basic,Day,,,163.3,61.02,
133,24,Paint Inspection Booth,Paint,manual,Day,,,,65.17,True
133,25,Buff & Polish,Paint,basic,Day,,,,61.31,
133,26,Cockpit Marriage,Final Assembly,rich,Day,0.912,40.3,23.34,54.36,
133,27,Powertrain Marriage,Final Assembly,rich,Day,0.86,38.79,23.75,53.36,
133,28,Wheel & Tire Mount,Final Assembly,rich,Day,1.001,42.96,24.07,52.91,
133,29,Interior Trim 1,Final Assembly,basic,Day,,,,55.91,
133,30,Interior Trim Fit Check,Final Assembly,manual,Day,,,,53.6,True
133,31,Glass Install,Final Assembly,rich,Day,1.053,42.22,23.61,53.51,
133,32,Seat Install,Final Assembly,basic,Day,,,,57.18,
133,33,Fluid Fill,Final Assembly,rich,Day,0.819,39.25,24.69,52.18,
133,34,Wheel Alignment,Final Assembly,rich,Day,1.01,36.62,23.99,54.1,
133,35,Headlamp Aim,Final Assembly,rich,Day,0.986,39.34,24.57,53.23,
133,36,Electrical Function Test,Final Assembly,rich,Day,0.743,37.52,24.61,52.27,
133,37,Door/Panel Gap Scan,Final Assembly,rich,Day,0.814,41.77,23.94,54.71,
133,38,Water Leak Test,Final Assembly,rich,Day,0.735,39.22,24.07,53.23,
133,39,Road Simulation Test,Final Assembly,rich,Day,0.84,41.61,24.69,53.78,
133,40,Final Inspection & Buyoff,Final Assembly,rich,Day,0.952,37.71,24.21,52.08,
134,1,Underbody Framing,Body Construction,rich,Day,0.888,40.34,23.91,55.39,
134,2,Side Panel Load,Body Construction,rich,Day,0.816,39.35,24.17,59.01,
134,3,Robotic Weld Cell A,Body Construction,rich,Day,0.935,39.75,23.65,57.07,
134,4,Robotic Weld Cell B,Body Construction,rich,Day,0.915,41.47,24.64,58.32,
134,5,Roof Bow Fit,Body Construction,rich,Day,0.82,39.38,23.72,56.5,
134,6,Door Hang,Body Construction,rich,Day,1.096,40.72,25.11,53.57,
134,7,Bolt Fastening Torque,Body Construction,rich,Day,0.938,45.69,23.99,56.13,
134,8,Geometry Check,Body Construction,rich,Day,0.907,39.97,24.1,58.9,
134,9,Robotic Weld Cell C,Body Construction,rich,Day,0.824,38.95,24.79,53.14,
134,10,Sealer Application,Body Construction,rich,Day,0.997,41.06,23.94,58.19,
134,11,Body Squareness Gauge,Body Construction,basic,Day,,,,60.11,
134,12,Weld Arm Bearing Station,Body Construction,rich,Day,1.1,41.91,24.08,56.25,
134,13,Panel Fit Inspection,Body Construction,manual,Day,,,,57.8,True
134,14,Hem Flange Press,Body Construction,basic,Day,,,,59.89,
134,15,Body-in-White Buyoff,Body Construction,manual,Day,,,,58.19,True
134,16,Pretreatment Dip,Paint,basic,Day,,,171.86,63.25,
134,17,E-Coat Bath,Paint,rich,Day,1.016,,166.11,59.98,
134,18,Sealer Booth,Paint,manual,Day,,,,62.92,True
134,19,Primer Booth,Paint,rich,Day,0.885,,162.05,64.79,
134,20,Basecoat Robot,Paint,rich,Day,0.881,,165.53,61.44,
134,21,Clearcoat Robot,Paint,rich,Day,0.801,,166.52,60.9,
134,22,Flash-Off Tunnel,Paint,basic,Day,,,171.45,62.55,
134,23,Cure Oven Conveyor,Paint,basic,Day,,,167.57,61.86,
134,24,Paint Inspection Booth,Paint,manual,Day,,,,66.11,True
134,25,Buff & Polish,Paint,basic,Day,,,,64.62,
134,26,Cockpit Marriage,Final Assembly,rich,Day,0.914,42.57,23.57,53.97,
134,27,Powertrain Marriage,Final Assembly,rich,Day,0.703,39.91,24.48,52.46,
134,28,Wheel & Tire Mount,Final Assembly,rich,Day,1.002,38.93,24.56,53.04,
134,29,Interior Trim 1,Final Assembly,basic,Day,,,,53.28,
134,30,Interior Trim Fit Check,Final Assembly,manual,Day,,,,52.67,True
134,31,Glass Install,Final Assembly,rich,Day,0.973,40.28,24.35,53.45,
134,32,Seat Install,Final Assembly,basic,Day,,,,53.67,
134,33,Fluid Fill,Final Assembly,rich,Day,0.94,40.83,24.21,51.46,
134,34,Wheel Alignment,Final Assembly,rich,Day,1.116,38.98,24.09,53.08,
134,35,Headlamp Aim,Final Assembly,rich,Day,0.782,38.27,24.33,53.82,
134,36,Electrical Function Test,Final Assembly,rich,Day,0.923,37.63,23.89,54.59,
134,37,Door/Panel Gap Scan,Final Assembly,rich,Day,0.979,41.92,24.24,53.86,
134,38,Water Leak Test,Final Assembly,rich,Day,1.098,36.51,24.49,55.07,
134,39,Road Simulation Test,Final Assembly,rich,Day,0.963,40.42,23.56,52.73,
134,40,Final Inspection & Buyoff,Final Assembly,rich,Day,0.957,39.82,24.36,51.95,
135,1,Underbody Framing,Body Construction,rich,Day,1.154,39.7,24.98,56.46,
135,2,Side Panel Load,Body Construction,rich,Day,0.971,41.82,23.42,55.79,
135,3,Robotic Weld Cell A,Body Construction,rich,Day,0.953,41.85,24.66,55.42,
135,4,Robotic Weld Cell B,Body Construction,rich,Day,1.027,38.3,23.83,58.13,
135,5,Roof Bow Fit,Body Construction,rich,Day,0.843,39.72,23.23,59.72,
135,6,Door Hang,Body Construction,rich,Day,0.723,40.64,24.7,56.8,
135,7,Bolt Fastening Torque,Body Construction,rich,Day,0.86,45.23,24.28,57.7,
135,8,Geometry Check,Body Construction,rich,Day,0.853,43.39,23.42,55.16,
135,9,Robotic Weld Cell C,Body Construction,rich,Day,0.745,41.96,23.91,56.13,
135,10,Sealer Application,Body Construction,rich,Day,0.762,41.77,24.33,54.86,
135,11,Body Squareness Gauge,Body Construction,basic,Day,,,,58.55,
135,12,Weld Arm Bearing Station,Body Construction,rich,Day,1.195,41.09,23.28,57.37,
135,13,Panel Fit Inspection,Body Construction,manual,Day,,,,53.61,True
135,14,Hem Flange Press,Body Construction,basic,Day,,,,57.59,
135,15,Body-in-White Buyoff,Body Construction,manual,Day,,,,54.44,True
135,16,Pretreatment Dip,Paint,basic,Day,,,162.33,62.7,
135,17,E-Coat Bath,Paint,rich,Day,1.014,,166.66,60.12,
135,18,Sealer Booth,Paint,manual,Day,,,,64.16,True
135,19,Primer Booth,Paint,rich,Day,0.898,,164.49,65.44,
135,20,Basecoat Robot,Paint,rich,Day,0.874,,163.17,59.17,
135,21,Clearcoat Robot,Paint,rich,Day,0.979,,169.72,64.64,
135,22,Flash-Off Tunnel,Paint,basic,Day,,,168.8,64.73,
135,23,Cure Oven Conveyor,Paint,basic,Day,,,165.48,63.62,
135,24,Paint Inspection Booth,Paint,manual,Day,,,,61.84,True
135,25,Buff & Polish,Paint,basic,Day,,,,60.71,
135,26,Cockpit Marriage,Final Assembly,rich,Day,0.891,36.89,22.76,54.03,
135,27,Powertrain Marriage,Final Assembly,rich,Day,0.847,39.54,24.6,52.15,
135,28,Wheel & Tire Mount,Final Assembly,rich,Day,0.754,40.59,24.46,52.31,
135,29,Interior Trim 1,Final Assembly,basic,Day,,,,56.11,
135,30,Interior Trim Fit Check,Final Assembly,manual,Day,,,,51.67,True
135,31,Glass Install,Final Assembly,rich,Day,1.074,41.07,24.01,52.65,
135,32,Seat Install,Final Assembly,basic,Day,,,,54.56,
135,33,Fluid Fill,Final Assembly,rich,Day,0.876,39.94,23.77,52.76,
135,34,Wheel Alignment,Final Assembly,rich,Day,0.94,40.36,24.68,52.93,
135,35,Headlamp Aim,Final Assembly,rich,Day,0.891,36.63,23.31,54.79,
135,36,Electrical Function Test,Final Assembly,rich,Day,0.855,37.97,23.82,52.5,
135,37,Door/Panel Gap Scan,Final Assembly,rich,Day,0.826,39.76,23.95,53.52,
135,38,Water Leak Test,Final Assembly,rich,Day,0.799,39.77,24.11,52.16,
135,39,Road Simulation Test,Final Assembly,rich,Day,0.663,38.5,24.22,51.59,
135,40,Final Inspection & Buyoff,Final Assembly,rich,Day,1.003,39.06,24.05,50.64,
136,1,Underbody Framing,Body Construction,rich,Day,0.963,40.03,24.16,55.62,
136,2,Side Panel Load,Body Construction,rich,Day,0.979,37.39,23.83,53.53,
136,3,Robotic Weld Cell A,Body Construction,rich,Day,0.874,40.71,24.06,57.9,
136,4,Robotic Weld Cell B,Body Construction,rich,Day,0.804,41.48,24.5,57.14,
136,5,Roof Bow Fit,Body Construction,rich,Day,0.794,40.26,23.64,56.03,
136,6,Door Hang,Body Construction,rich,Day,0.989,40.96,24.66,57.22,
136,7,Bolt Fastening Torque,Body Construction,rich,Day,0.799,43.87,24.23,57.79,
136,8,Geometry Check,Body Construction,rich,Day,0.855,38.56,24.62,60.34,
136,9,Robotic Weld Cell C,Body Construction,rich,Day,0.975,41.58,23.54,56.76,
136,10,Sealer Application,Body Construction,rich,Day,0.833,40.74,24.28,56.34,
136,11,Body Squareness Gauge,Body Construction,basic,Day,,,,56.1,
136,12,Weld Arm Bearing Station,Body Construction,rich,Day,1.044,40.46,23.98,57.26,
136,13,Panel Fit Inspection,Body Construction,manual,Day,,,,54.42,True
136,14,Hem Flange Press,Body Construction,basic,Day,,,,55.09,
136,15,Body-in-White Buyoff,Body Construction,manual,Day,,,,59.52,True
136,16,Pretreatment Dip,Paint,basic,Day,,,164.53,62.08,
136,17,E-Coat Bath,Paint,rich,Day,0.904,,166.54,63.52,
136,18,Sealer Booth,Paint,manual,Day,,,,60.7,True
136,19,Primer Booth,Paint,rich,Day,0.981,,165.61,61.54,
136,20,Basecoat Robot,Paint,rich,Day,0.887,,160.3,64.54,
136,21,Clearcoat Robot,Paint,rich,Day,0.87,,169.17,60.27,
136,22,Flash-Off Tunnel,Paint,basic,Day,,,165.05,61.68,
136,23,Cure Oven Conveyor,Paint,basic,Day,,,163.13,64.89,
136,24,Paint Inspection Booth,Paint,manual,Day,,,,63.07,True
136,25,Buff & Polish,Paint,basic,Day,,,,61.33,
136,26,Cockpit Marriage,Final Assembly,rich,Day,1.014,41.52,23.83,53.67,
136,27,Powertrain Marriage,Final Assembly,rich,Day,0.935,39.52,23.66,58.06,
136,28,Wheel & Tire Mount,Final Assembly,rich,Day,0.988,35.61,23.91,51.68,
136,29,Interior Trim 1,Final Assembly,basic,Day,,,,51.05,
136,30,Interior Trim Fit Check,Final Assembly,manual,Day,,,,53.02,True
136,31,Glass Install,Final Assembly,rich,Day,0.784,41.85,23.73,51.16,
136,32,Seat Install,Final Assembly,basic,Day,,,,53.28,
136,33,Fluid Fill,Final Assembly,rich,Day,0.989,41.77,24.4,52.78,
136,34,Wheel Alignment,Final Assembly,rich,Day,0.959,38.16,24.57,54.2,
136,35,Headlamp Aim,Final Assembly,rich,Day,0.795,39.37,23.62,52.38,
136,36,Electrical Function Test,Final Assembly,rich,Day,0.977,41.86,23.94,53.97,
136,37,Door/Panel Gap Scan,Final Assembly,rich,Day,0.864,38.18,23.65,52.32,
136,38,Water Leak Test,Final Assembly,rich,Day,0.809,39.25,24.27,56.56,
136,39,Road Simulation Test,Final Assembly,rich,Day,0.982,38.64,23.5,53.71,
136,40,Final Inspection & Buyoff,Final Assembly,rich,Day,0.819,39.79,24.08,55.45,
137,1,Underbody Framing,Body Construction,rich,Day,0.874,38.96,24.22,53.74,
137,2,Side Panel Load,Body Construction,rich,Day,0.642,41.12,22.83,56.42,
137,3,Robotic Weld Cell A,Body Construction,rich,Day,0.817,39.02,23.98,56.25,
137,4,Robotic Weld Cell B,Body Construction,rich,Day,0.797,39.02,24.32,58.63,
137,5,Roof Bow Fit,Body Construction,rich,Day,0.976,40.44,23.87,57.85,
137,6,Door Hang,Body Construction,rich,Day,0.842,41.3,24.66,56.11,
137,7,Bolt Fastening Torque,Body Construction,rich,Day,0.869,43.88,23.98,60.43,
137,8,Geometry Check,Body Construction,rich,Day,0.768,43.22,24.66,56.68,
137,9,Robotic Weld Cell C,Body Construction,rich,Day,0.844,39.93,23.44,56.68,
137,10,Sealer Application,Body Construction,rich,Day,0.983,42.43,24.38,56.38,
137,11,Body Squareness Gauge,Body Construction,basic,Day,,,,59.24,
137,12,Weld Arm Bearing Station,Body Construction,rich,Day,1.189,40.22,23.95,53.89,
137,13,Panel Fit Inspection,Body Construction,manual,Day,,,,59.9,True
137,14,Hem Flange Press,Body Construction,basic,Day,,,,55.3,
137,15,Body-in-White Buyoff,Body Construction,manual,Day,,,,55.67,True
137,16,Pretreatment Dip,Paint,basic,Day,,,159.33,64.31,
137,17,E-Coat Bath,Paint,rich,Day,0.897,,166.21,65.68,
137,18,Sealer Booth,Paint,manual,Day,,,,61.0,True
137,19,Primer Booth,Paint,rich,Day,1.045,,161.77,63.33,
137,20,Basecoat Robot,Paint,rich,Day,0.906,,164.18,63.84,
137,21,Clearcoat Robot,Paint,rich,Day,0.816,,161.22,60.92,
137,22,Flash-Off Tunnel,Paint,basic,Day,,,164.8,61.2,
137,23,Cure Oven Conveyor,Paint,basic,Day,,,160.0,63.61,
137,24,Paint Inspection Booth,Paint,manual,Day,,,,60.48,True
137,25,Buff & Polish,Paint,basic,Day,,,,59.31,
137,26,Cockpit Marriage,Final Assembly,rich,Day,0.865,39.65,24.17,52.82,
137,27,Powertrain Marriage,Final Assembly,rich,Day,0.987,40.36,24.25,54.85,
137,28,Wheel & Tire Mount,Final Assembly,rich,Day,0.788,40.92,24.24,51.98,
137,29,Interior Trim 1,Final Assembly,basic,Day,,,,56.92,
137,30,Interior Trim Fit Check,Final Assembly,manual,Day,,,,52.92,True
137,31,Glass Install,Final Assembly,rich,Day,0.844,38.58,24.6,53.78,
137,32,Seat Install,Final Assembly,basic,Day,,,,56.48,
137,33,Fluid Fill,Final Assembly,rich,Day,0.821,40.33,23.96,53.91,
137,34,Wheel Alignment,Final Assembly,rich,Day,0.991,40.47,24.56,51.0,
137,35,Headlamp Aim,Final Assembly,rich,Day,0.894,39.77,23.2,52.38,
137,36,Electrical Function Test,Final Assembly,rich,Day,0.657,38.2,23.82,57.46,
137,37,Door/Panel Gap Scan,Final Assembly,rich,Day,0.944,39.24,24.02,50.71,
137,38,Water Leak Test,Final Assembly,rich,Day,0.905,40.1,23.92,53.69,
137,39,Road Simulation Test,Final Assembly,rich,Day,0.989,39.57,23.78,54.02,
137,40,Final Inspection & Buyoff,Final Assembly,rich,Day,0.932,39.4,23.81,52.65,
138,1,Underbody Framing,Body Construction,rich,Day,1.118,38.08,24.76,54.32,
138,2,Side Panel Load,Body Construction,rich,Day,1.015,40.37,24.22,58.42,
138,3,Robotic Weld Cell A,Body Construction,rich,Day,0.966,41.26,24.69,57.53,
138,4,Robotic Weld Cell B,Body Construction,rich,Day,0.955,42.46,24.64,55.25,
138,5,Roof Bow Fit,Body Construction,rich,Day,0.935,40.42,24.11,55.2,
138,6,Door Hang,Body Construction,rich,Day,0.999,37.52,25.01,53.01,
138,7,Bolt Fastening Torque,Body Construction,rich,Day,0.973,44.9,24.07,58.21,
138,8,Geometry Check,Body Construction,rich,Day,0.89,40.54,23.63,56.09,
138,9,Robotic Weld Cell C,Body Construction,rich,Day,1.03,41.67,24.55,58.33,
138,10,Sealer Application,Body Construction,rich,Day,0.983,42.04,24.03,59.39,
138,11,Body Squareness Gauge,Body Construction,basic,Day,,,,57.8,
138,12,Weld Arm Bearing Station,Body Construction,rich,Day,0.951,37.78,25.0,60.37,
138,13,Panel Fit Inspection,Body Construction,manual,Day,,,,59.15,True
138,14,Hem Flange Press,Body Construction,basic,Day,,,,58.7,
138,15,Body-in-White Buyoff,Body Construction,manual,Day,,,,57.51,True
138,16,Pretreatment Dip,Paint,basic,Day,,,169.7,60.7,
138,17,E-Coat Bath,Paint,rich,Day,0.939,,161.5,64.54,
138,18,Sealer Booth,Paint,manual,Day,,,,61.56,True
138,19,Primer Booth,Paint,rich,Day,0.83,,164.1,66.81,
138,20,Basecoat Robot,Paint,rich,Day,0.929,,170.07,56.89,
138,21,Clearcoat Robot,Paint,rich,Day,0.906,,165.95,61.52,
138,22,Flash-Off Tunnel,Paint,basic,Day,,,166.45,60.62,
138,23,Cure Oven Conveyor,Paint,basic,Day,,,163.66,60.99,
138,24,Paint Inspection Booth,Paint,manual,Day,,,,63.1,True
138,25,Buff & Polish,Paint,basic,Day,,,,62.79,
138,26,Cockpit Marriage,Final Assembly,rich,Day,0.987,38.34,24.4,51.84,
138,27,Powertrain Marriage,Final Assembly,rich,Day,0.764,39.9,23.52,52.58,
138,28,Wheel & Tire Mount,Final Assembly,rich,Day,0.885,41.25,24.38,52.5,
138,29,Interior Trim 1,Final Assembly,basic,Day,,,,54.21,
138,30,Interior Trim Fit Check,Final Assembly,manual,Day,,,,52.92,True
138,31,Glass Install,Final Assembly,rich,Day,0.865,39.83,23.76,53.02,
138,32,Seat Install,Final Assembly,basic,Day,,,,52.51,
138,33,Fluid Fill,Final Assembly,rich,Day,0.746,40.05,24.6,54.76,
138,34,Wheel Alignment,Final Assembly,rich,Day,0.787,39.68,23.85,52.09,
138,35,Headlamp Aim,Final Assembly,rich,Day,1.061,39.84,24.27,53.84,
138,36,Electrical Function Test,Final Assembly,rich,Day,0.845,40.49,23.7,52.41,
138,37,Door/Panel Gap Scan,Final Assembly,rich,Day,0.855,39.78,23.52,55.43,
138,38,Water Leak Test,Final Assembly,rich,Day,0.785,39.27,23.18,52.65,
138,39,Road Simulation Test,Final Assembly,rich,Day,1.107,37.1,24.82,53.38,
138,40,Final Inspection & Buyoff,Final Assembly,rich,Day,1.006,38.45,24.96,53.19,
139,1,Underbody Framing,Body Construction,rich,Day,0.893,42.47,23.41,55.11,
139,2,Side Panel Load,Body Construction,rich,Day,0.893,38.82,23.55,52.81,
139,3,Robotic Weld Cell A,Body Construction,rich,Day,0.729,42.23,24.58,55.4,
139,4,Robotic Weld Cell B,Body Construction,rich,Day,0.889,39.3,24.53,54.57,
139,5,Roof Bow Fit,Body Construction,rich,Day,1.093,40.03,23.63,55.53,
139,6,Door Hang,Body Construction,rich,Day,0.833,43.58,24.08,56.9,
139,7,Bolt Fastening Torque,Body Construction,rich,Day,1.076,45.12,23.55,56.18,
139,8,Geometry Check,Body Construction,rich,Day,1.057,40.99,23.79,53.97,
139,9,Robotic Weld Cell C,Body Construction,rich,Day,1.033,35.7,24.61,56.91,
139,10,Sealer Application,Body Construction,rich,Day,0.982,39.93,25.48,56.73,
139,11,Body Squareness Gauge,Body Construction,basic,Day,,,,55.91,
